galaxy,file,M_b,R_scale,rho0_qfst,r_core_qfst,chi2_qfst,chi2red_qfst,rho_s_nfw,r_s_nfw,chi2_nfw,chi2red_nfw,N_points,plot
CamB,CamB_rotmod.dat,112394767.82493946,0.9,5794270.232004947,5.869657735810875,98.7962717750816,14.113753110725943,0.12641881046329217,0.05000005760757192,47.95888205613367,6.851268865161953,9,qfst_final_plots\CamB_final_compare.png
D512-2,D512-2_rotmod.dat,417340446.7705232,1.92,6415396.902454658,5.869657735810936,11.471791167291919,5.735895583645959,1089649.318707176,12.638268426982208,0.3919319303659716,0.1959659651829858,4,qfst_final_plots\D512-2_final_compare.png
D564-8,D564-8_rotmod.dat,77150562.58154926,1.53,5627490.147621362,5.869657735810917,10.381994897820228,2.595498724455057,30703.561103957243,199.99999992217116,3.312106032464295,0.8280265081160737,6,qfst_final_plots\D564-8_final_compare.png
D631-7,D631-7_rotmod.dat,658709784.2447227,1.8,6646737.427079802,5.8696577358109305,23.801045599099638,1.7000746856499742,71009.60494182323,199.99999999999977,104.87110973554789,7.490793552539135,16,qfst_final_plots\D631-7_final_compare.png
DDO064,DDO064_rotmod.dat,545773143.871749,1.88,6550405.624218132,5.869657735810934,48.2215021568629,4.018458513071908,108435.70858572828,199.99999999999707,6.986075484311344,0.5821729570259454,14,qfst_final_plots\DDO064_final_compare.png
DDO154,DDO154_rotmod.dat,390632815.8657719,2.96,6382547.945904542,5.8696577358109705,72.00419345912249,7.200419345912249,328573.6834946218,49.086091635974114,23.512427834198018,2.351242783419802,12,qfst_final_plots\DDO154_final_compare.png
DDO161,DDO161_rotmod.dat,2978338096.2107987,5.34,7472617.565352955,5.869657735811019,555.8063849371083,19.165737411624423,51992.88473955631,199.99999999999974,46.636812797587886,1.6081659585375134,31,qfst_final_plots\DDO161_final_compare.png
DDO168,DDO168_rotmod.dat,752060069.2634842,2.47,6715468.723472399,5.869657735810956,95.61282606441743,11.95160325805218,98557.34131847578,199.9999999977024,40.10070093872298,5.0125876173403725,10,qfst_final_plots\DDO168_final_compare.png
DDO170,DDO170_rotmod.dat,2423360617.8879323,6.35,7353959.452050788,5.869657735811034,175.95189287648256,29.32531547941376,569100.7463673388,26.685738108818764,5.831987429116547,0.9719979048527579,8,qfst_final_plots\DDO170_final_compare.png
ESO079-G014,ESO079-G014_rotmod.dat,66171727387.72523,10.04,9506187.76799024,5.86965773581107,34.52149084060694,2.655499295431303,154655.85830326827,199.99999999850445,42.074336214569634,3.236487401120741,15,qfst_final_plots\ESO079-G014_final_compare.png
ESO116-G012,ESO116-G012_rotmod.dat,7532770411.025998,3.68,8030692.330967313,5.869657735810989,114.94519665209064,8.841938204006972,186397.73539076195,199.99999999999517,31.20709599725407,2.4005458459426205,15,qfst_final_plots\ESO116-G012_final_compare.png
ESO444-G084,ESO444-G084_rotmod.dat,290668575.4477334,1.81,6237774.643083939,5.869657735810931,268.410837921658,53.6821675843316,2266914.1074370486,21.182336493579474,2.9197473838083985,0.5839494767616797,7,qfst_final_plots\ESO444-G084_final_compare.png
ESO563-G021,ESO563-G021_rotmod.dat,382574511234.0,12.06,10893259.468826182,5.869657735811085,416.2730858585432,14.8668959235194,252957.1359725287,199.99999999741325,329.7666828860283,11.777381531643869,30,qfst_final_plots\ESO563-G021_final_compare.png
F561-1,F561-1_rotmod.dat,7412943144.505325,8.06,8020702.763058763,5.869657735811053,180.93494694192827,45.23373673548207,0.012103925182600506,0.05000000053546684,3.7273968873168943,0.9318492218292236,6,qfst_final_plots\F561-1_final_compare.png
F563-1,F563-1_rotmod.dat,8113062367.671552,11.84,8077086.912816948,5.869657735811083,57.90165452654087,3.860110301769391,2586996.801984158,20.591104113503086,16.020261421419985,1.0680174280946657,17,qfst_final_plots\F563-1_final_compare.png
F563-V1,F563-V1_rotmod.dat,1740395505.430603,5.24,7167397.438479016,5.869657735811018,177.13827525037524,44.28456881259381,209612028.76372093,0.09443791269676664,0.8563793875862966,0.21409484689657415,6,qfst_final_plots\F563-V1_final_compare.png
F563-V2,F563-V2_rotmod.dat,7286328539.571201,7.86,8009984.202437025,5.86965773581105,68.62366515920417,8.57795814490052,2206827.0095540094,32.862942715387284,8.367061142683367,1.0458826428354209,10,qfst_final_plots\F563-V2_final_compare.png
F565-V2,F565-V2_rotmod.dat,2217729614.668812,6.29,7303517.002242614,5.869657735811032,14.475194342603352,2.8950388685206705,132468.53765571868,199.9999999991711,1.9792251227226803,0.3958450245445361,7,qfst_final_plots\F565-V2_final_compare.png
F567-2,F567-2_rotmod.dat,3743563179.6898484,7.67,7606441.036699492,5.869657735811048,29.163205653808642,9.721068551269548,869672.6434934594,12.611387802429897,1.2266769752832587,0.4088923250944196,5,qfst_final_plots\F567-2_final_compare.png
F568-1,F568-1_rotmod.dat,14592068479.957207,9.24,8453627.937146118,5.869657735811064,109.50237046033871,10.950237046033871,1466538.95827294,47.641209831983005,8.423914468445801,0.8423914468445801,12,qfst_final_plots\F568-1_final_compare.png
F568-3,F568-3_rotmod.dat,16383648081.983591,10.17,8529960.868350396,5.869657735811071,22.93103466205098,1.4331896663781862,103274.62023255555,199.9999999996513,49.01578868290472,3.063486792681545,18,qfst_final_plots\F568-3_final_compare.png
F568-V1,F568-V1_rotmod.dat,9817796411.28596,9.0,8197551.189818108,5.869657735811061,171.1516938731405,13.1655149133185,13886691.641411318,8.630105611515152,2.5333223970251177,0.19487095361731674,15,qfst_final_plots\F568-V1_final_compare.png
F571-8,F571-8_rotmod.dat,11568624595.883078,2.33,8302637.753608359,5.869657735810951,581.9882596241804,52.90802360219822,157881.49858191877,199.99999999999994,619.368824976042,56.30625681600382,13,qfst_final_plots\F571-8_final_compare.png
F571-V1,F571-V1_rotmod.dat,4853238126.997016,7.78,7761275.928493777,5.869657735811049,4.322331690645373,0.8644663381290746,548512.9265347704,42.51451551978953,1.6342470528946595,0.3268494105789319,7,qfst_final_plots\F571-V1_final_compare.png
F574-1,F574-1_rotmod.dat,10019950906.806553,7.99,8210530.436049567,5.869657735811051,65.62271879727672,5.46855989977306,2086434.6298304265,20.37918046916258,18.232371630120547,1.5193643025100456,14,qfst_final_plots\F574-1_final_compare.png
F574-2,F574-2_rotmod.dat,5319899301.110479,8.65,7816783.066104399,5.869657735811058,101.495011513355,33.831670504451665,0.12683808606379898,0.050000025116593586,3.3569881462121556,1.1189960487373851,5,qfst_final_plots\F574-2_final_compare.png
F579-V1,F579-V1_rotmod.dat,18092197188.28575,7.37,8595894.08261579,5.869657735811045,66.92738145692445,5.577281788077038,51025949.146683276,3.5125344062304875,2.261981092821535,0.18849842440179457,14,qfst_final_plots\F579-V1_final_compare.png
F583-1,F583-1_rotmod.dat,7017795986.516475,10.29,7986671.037600004,5.869657735811073,65.96634697272627,2.8681020422924464,706412.5743687098,38.242886185914536,34.51926688840519,1.5008376908002257,25,qfst_final_plots\F583-1_final_compare.png
F583-4,F583-4_rotmod.dat,2713760207.9245634,3.92,7418850.600804572,5.8696577358109945,10.739209044906232,1.0739209044906233,79844.84750863125,199.99999999999997,1.1538655777883613,0.11538655777883614,12,qfst_final_plots\F583-4_final_compare.png
IC2574,IC2574_rotmod.dat,3122504854.3857985,6.54,7500086.484362577,5.869657735811036,664.5095760096207,20.765924250300646,40153.84937299736,199.99999999999866,90.72362395042366,2.8351132484507393,34,qfst_final_plots\IC2574_final_compare.png
IC4202,IC4202_rotmod.dat,227160936090.67685,9.45,10461297.695583401,5.869657735811065,1511.776586615136,50.3925528871712,5878.063440002967,0.050000000089420786,1531.355146336184,51.045171544539464,32,qfst_final_plots\IC4202_final_compare.png
KK98-251,KK98-251_rotmod.dat,333390783.40093356,1.89,6304526.973657499,5.869657735810936,7.439020679987353,0.5722323599990271,36853.98589616123,199.99999999999056,23.021134544955224,1.770856503458094,15,qfst_final_plots\KK98-251_final_compare.png
NGC0024,NGC0024_rotmod.dat,5306442823.720597,2.34,7815246.508445608,5.869657735810953,272.6877093766478,10.099544791727695,20297668.60732429,6.288578586779764,13.68878418696752,0.506992006924723,29,qfst_final_plots\NGC0024_final_compare.png
NGC0055,NGC0055_rotmod.dat,10777708669.94821,7.37,8257123.842936062,5.869657735811045,90.85697650306537,4.781946131740282,67082.15873158496,199.9999999999995,48.59848488887694,2.5578149941514177,21,qfst_final_plots\NGC0055_final_compare.png
NGC0100,NGC0100_rotmod.dat,4646746880.074587,3.42,7735126.435154514,5.869657735810983,11.554664522259587,0.6081402380136625,106285.68690598903,199.99999999868984,35.01149284679158,1.842710149831136,21,qfst_final_plots\NGC0100_final_compare.png
NGC0247,NGC0247_rotmod.dat,12116521889.19235,8.07,8332513.069810489,5.869657735811053,141.02787074636336,5.876161281098473,996201.4723863343,30.6578792215873,13.545409223557721,0.5643920509815717,26,qfst_final_plots\NGC0247_final_compare.png
NGC0289,NGC0289_rotmod.dat,119646169427.40201,5.43,9953431.890552696,5.86965773581102,64.66079301068683,2.4869535773341087,300293.7207175283,84.88871363388222,47.78439525285744,1.8378613558791324,28,qfst_final_plots\NGC0289_final_compare.png
NGC0300,NGC0300_rotmod.dat,4694201351.106131,4.08,7741229.447723832,5.869657735810997,76.52938698911365,3.3273646517005933,152962.82430444445,181.20609521298755,14.43793468199504,0.6277362905215235,25,qfst_final_plots\NGC0300_final_compare.png
NGC0801,NGC0801_rotmod.dat,410370537136.39825,17.65,10952726.168935133,5.869657735811115,296.2717694547684,26.933797223160763,0.12100645671307575,0.05000137668706506,270.85388397471075,24.62308036133734,13,qfst_final_plots\NGC0801_final_compare.png
NGC0891,NGC0891_rotmod.dat,159580835523.76965,3.24,10178457.740613706,5.8696577358109785,809.9106129265988,50.619413307912424,3.977702532429248,0.050000075715133964,698.3545141658157,43.64715713536348,18,qfst_final_plots\NGC0891_final_compare.png
NGC1003,NGC1003_rotmod.dat,16762544966.45825,6.22,8545112.326391554,5.869657735811031,67.70392299660381,1.9912918528412884,100366.5926190028,180.1253014257929,56.013812031541214,1.6474650597512122,36,qfst_final_plots\NGC1003_final_compare.png
NGC1090,NGC1090_rotmod.dat,98062760918.31041,8.17,9800916.923427789,5.869657735811053,167.26342438332568,7.602882926514804,71569.77937345875,199.99999996998503,130.73470250538404,5.942486477517456,24,qfst_final_plots\NGC1090_final_compare.png
NGC1705,NGC1705_rotmod.dat,812881992.4895949,1.11,6756130.298525422,5.8696577358108915,362.4463488651198,30.203862405426648,78594858.99661061,2.1760614777824845,0.8988165135828105,0.07490137613190087,14,qfst_final_plots\NGC1705_final_compare.png
NGC2366,NGC2366_rotmod.dat,1217587883.9808106,2.97,6971377.39771293,5.869657735810972,71.77314092115445,2.9905475383814353,69774.17007057798,199.99999999999272,82.38110457060753,3.432546023775314,26,qfst_final_plots\NGC2366_final_compare.png
NGC2403,NGC2403_rotmod.dat,17967944378.839012,3.59,8591297.11887888,5.8696577358109865,264.0561451354565,3.7191006357106553,152707.3567491343,199.99999999999997,241.652653095867,3.403558494307986,73,qfst_final_plots\NGC2403_final_compare.png
NGC2683,NGC2683_rotmod.dat,83880528717.29773,5.77,9682791.755062303,5.869657735811026,30.59206113980439,3.39911790442271,84597.40273555541,199.99999999948307,29.099687275497715,3.2332985861664127,11,qfst_final_plots\NGC2683_final_compare.png
NGC2841,NGC2841_rotmod.dat,260390267389.29883,7.18,10572747.573353339,5.869657735811042,814.3989216226047,16.96664420047093,2276953.2629461554,49.96170910290422,7.756404098568966,0.16159175205352014,50,qfst_final_plots\NGC2841_final_compare.png
NGC2903,NGC2903_rotmod.dat,88498130892.15483,2.56,9723152.274379386,5.869657735810959,1414.9945393770865,44.218579355533954,111827.58913039869,199.99999999999997,1430.5947879328667,44.70608712290208,34,qfst_final_plots\NGC2903_final_compare.png
NGC2915,NGC2915_rotmod.dat,1574697493.2960918,2.67,7111950.763010735,5.869657735810963,238.984673617734,8.53516691491907,12509563.210516356,6.814334667358164,38.96637066125724,1.3916560950449013,30,qfst_final_plots\NGC2915_final_compare.png
NGC2955,NGC2955_rotmod.dat,377596677275.6131,8.42,10882190.98868755,5.869657735811056,388.3502478884946,17.652283994931572,0.03904234094079584,0.05000001065703412,294.0586660046072,13.366303000209417,24,qfst_final_plots\NGC2955_final_compare.png
NGC2976,NGC2976_rotmod.dat,3333981145.579916,1.42,7538334.404350903,5.869657735810912,40.30596217856145,1.612238487142458,0.0034141551495849853,0.05000000006855521,28.089902523189206,1.1235961009275683,27,qfst_final_plots\NGC2976_final_compare.png
NGC2998,NGC2998_rotmod.dat,207160693758.81863,12.5,10386725.015311575,5.869657735811088,30.71660134595551,2.7924183041777737,113414.38832139294,199.99999999999955,22.048531070690366,2.004411915517306,13,qfst_final_plots\NGC2998_final_compare.png
NGC3109,NGC3109_rotmod.dat,803847274.4142871,3.61,6750271.519263496,5.869657735810987,198.82473107209168,8.644553524873551,108267.39569351617,199.99999999999997,80.29394023453594,3.491040879762432,25,qfst_final_plots\NGC3109_final_compare.png
NGC3198,NGC3198_rotmod.dat,62384725618.71359,6.74,9462801.090715785,5.869657735811037,61.34206255756762,1.4961478672577468,98563.4351017547,199.99999999999997,59.95275755930109,1.4622623794951486,43,qfst_final_plots\NGC3198_final_compare.png
NGC3521,NGC3521_rotmod.dat,96947963311.66878,2.92,9792222.677134298,5.8696577358109705,846.9630050153852,21.71700012859962,0.0002994175397361687,0.050000000000576375,818.3544411963019,20.983447210161586,41,qfst_final_plots\NGC3521_final_compare.png
NGC3726,NGC3726_rotmod.dat,86409146976.4228,6.98,9705140.02123302,5.8696577358110416,218.17487921982672,21.81748792198267,6.797075912239961,0.05000419303469514,179.18625254927315,17.918625254927314,12,qfst_final_plots\NGC3726_final_compare.png
NGC3741,NGC3741_rotmod.dat,317529102.3415756,3.73,6280717.244341604,5.86965773581099,145.36057139586495,7.65055638925605,428332.4117549051,40.6259249824843,9.22730955389966,0.48564787125787684,21,qfst_final_plots\NGC3741_final_compare.png
NGC3769,NGC3769_rotmod.dat,27494500070.447178,3.5,8879719.187668022,5.869657735810985,67.38668840242715,6.738668840242715,82893.00410259956,179.2805999425423,62.70950294777065,6.270950294777065,12,qfst_final_plots\NGC3769_final_compare.png
NGC3877,NGC3877_rotmod.dat,97435966075.08447,6.98,9796039.872771965,5.8696577358110416,252.1511327217915,22.92283024743559,0.015934424576698802,0.05000000011584811,146.03390142222074,13.275809220201886,13,qfst_final_plots\NGC3877_final_compare.png
NGC3893,NGC3893_rotmod.dat,71814832514.18005,3.5,9566767.290024314,5.869657735810985,98.04339618919771,12.255424523649713,103500.89971267818,199.9999998967071,105.62729933137868,13.203412416422335,10,qfst_final_plots\NGC3893_final_compare.png
NGC3917,NGC3917_rotmod.dat,30479405038.38015,6.11,8951043.143189026,5.869657735811029,24.506985202179155,1.6337990134786105,127125.82528044604,199.99999999271844,36.49459626300881,2.4329730842005874,17,qfst_final_plots\NGC3917_final_compare.png
NGC3949,NGC3949_rotmod.dat,43177572189.25383,3.5,9196321.2799063,5.869657735810985,158.87919127575873,31.775838255151747,66.38242030888796,0.05000013001314235,135.4564333909539,27.091286678190777,7,qfst_final_plots\NGC3949_final_compare.png
NGC3953,NGC3953_rotmod.dat,179596828553.15286,8.72,10272245.396931125,5.869657735811058,61.37852353431386,10.229753922385642,4.043791366508231,0.05000004535733567,24.187338403971314,4.031223067328552,8,qfst_final_plots\NGC3953_final_compare.png
NGC3972,NGC3972_rotmod.dat,19147089839.11828,5.24,8633789.385701127,5.869657735811018,18.63684138805452,2.329605173506815,153589.2224903354,199.99999999999915,13.785613857722845,1.7232017322153557,10,qfst_final_plots\NGC3972_final_compare.png
NGC3992,NGC3992_rotmod.dat,266083117569.55655,13.79,10590511.47574457,5.869657735811096,38.98816704934238,5.569738149906054,281929.98513191787,132.8086190951834,1.5966842867381945,0.2280977552483135,9,qfst_final_plots\NGC3992_final_compare.png
NGC4010,NGC4010_rotmod.dat,22584478312.967094,5.24,8745155.256527815,5.869657735811018,44.18174548819135,4.4181745488191355,78707.0156847501,199.99999999998838,48.944833384768195,4.894483338476819,12,qfst_final_plots\NGC4010_final_compare.png
NGC4013,NGC4013_rotmod.dat,85658781862.33801,5.49,9698571.827899268,5.869657735811022,167.98781294986455,4.940818027937192,107831.14668936557,199.99999999999997,164.5618912736788,4.8400556256964355,36,qfst_final_plots\NGC4013_final_compare.png
NGC4051,NGC4051_rotmod.dat,85377423469.22719,6.98,9696095.3171719,5.8696577358110416,152.94331172614136,30.588662345228272,788.115521216765,0.05000892263434378,70.6371883834573,14.12743767669146,7,qfst_final_plots\NGC4051_final_compare.png
NGC4068,NGC4068_rotmod.dat,490621355.51893556,1.91,6496462.706769142,5.869657735810936,5.1005337543283815,1.2751334385820954,27071.920555283286,199.99999999990894,9.936094732219903,2.484023683054976,6,qfst_final_plots\NGC4068_final_compare.png
NGC4085,NGC4085_rotmod.dat,28817372420.40801,3.58,8912168.470137136,5.8696577358109865,232.62462055610513,46.524924111221026,8.52677730936557,0.05000001902017372,187.7294441420578,37.545888828411556,7,qfst_final_plots\NGC4085_final_compare.png
NGC4088,NGC4088_rotmod.dat,128652752010.58038,5.24,10009664.49652044,5.869657735811018,598.5859839180407,59.85859839180407,0.04340434054029174,0.05000000270527566,390.1249171549368,39.01249171549368,12,qfst_final_plots\NGC4088_final_compare.png
NGC4100,NGC4100_rotmod.dat,69034482264.63919,5.24,9537490.955515414,5.869657735811018,24.33478189385464,1.1061264497206655,124426.99638122071,199.99999999988938,24.95412462347969,1.1342783919763495,24,qfst_final_plots\NGC4100_final_compare.png
NGC4138,NGC4138_rotmod.dat,47678217459.47469,2.61,9267373.872926472,5.869657735810962,13.947717919695306,2.789543583939061,94683.17585836754,199.99999999999375,15.046545704191319,3.0093091408382637,7,qfst_final_plots\NGC4138_final_compare.png
NGC4157,NGC4157_rotmod.dat,121923446471.82127,5.24,9968009.71720125,5.869657735811018,270.5655035099313,18.03770023399542,129.00343337026425,0.05007721601611653,241.8784443120617,16.125229620804113,17,qfst_final_plots\NGC4157_final_compare.png
NGC4183,NGC4183_rotmod.dat,18262188100.013706,6.98,8602136.264599359,5.8696577358110416,41.98184582979573,1.9991355157045585,3008849.0103441016,14.934184986502487,4.259864026459651,0.20285066792665005,23,qfst_final_plots\NGC4183_final_compare.png
NGC4214,NGC4214_rotmod.dat,1449899234.8549404,1.04,7066514.657338382,5.869657735810886,150.02405897963428,12.502004914969524,6580379.46543373,10.499967176847587,8.65196765785803,0.7209973048215025,14,qfst_final_plots\NGC4214_final_compare.png
NGC4217,NGC4217_rotmod.dat,91795162022.41893,3.5,9750798.212808125,5.869657735810985,1250.0227568865907,73.53075040509357,0.4807144063524902,0.0500000165524154,1143.2872796316867,67.25219291951099,19,qfst_final_plots\NGC4217_final_compare.png
NGC4389,NGC4389_rotmod.dat,24924918158.00394,3.58,8812347.00470765,5.8696577358109865,549.7339415532166,137.43348538830415,21.00828373618424,0.05000007298557474,479.2146881582104,119.8036720395526,6,qfst_final_plots\NGC4389_final_compare.png
NGC4559,NGC4559_rotmod.dat,33698977456.44789,5.9,9021084.91517151,5.8696577358110265,217.833280519382,7.261109350646066,70716.06899559827,199.9999999999929,111.6728738984139,3.72242912994713,32,qfst_final_plots\NGC4559_final_compare.png
NGC5005,NGC5005_rotmod.dat,201047100314.88376,4.42,10362601.687399564,5.869657735811003,213.560346352249,13.347521647015563,0.018678563530556858,0.05000000007435796,192.82519678485488,12.05157479905343,18,qfst_final_plots\NGC5005_final_compare.png
NGC5033,NGC5033_rotmod.dat,133471923333.73056,3.8,10038277.838146785,5.869657735810992,245.87277403409158,12.293638701704579,201647.115818314,156.89231859577896,197.2339346281072,9.86169673140536,22,qfst_final_plots\NGC5033_final_compare.png
NGC5055,NGC5055_rotmod.dat,173801479118.82397,5.03,10246124.842216758,5.869657735811014,913.3395571828436,35.12844450703245,61333.735070354734,199.99999999828708,832.2574182563872,32.009900702168736,28,qfst_final_plots\NGC5055_final_compare.png
NGC5371,NGC5371_rotmod.dat,382694067101.20605,11.55,10893523.670641629,5.8696577358110815,398.2134047728515,23.424317927814794,78.69820200302638,0.050035931388455634,180.9486732786721,10.64403960462777,19,qfst_final_plots\NGC5371_final_compare.png
NGC5585,NGC5585_rotmod.dat,5788614066.457036,4.11,7868184.871803854,5.869657735810998,150.70727361688728,6.850330618949422,87084.89043058317,199.9999999994714,292.7041234835129,13.304732885614222,24,qfst_final_plots\NGC5585_final_compare.png
NGC5907,NGC5907_rotmod.dat,232783235321.46304,10.07,10481169.799967833,5.86965773581107,40.20123548415748,2.3647785578916163,120961.21296236006,199.99999999999997,13.371791884488777,0.7865759932052222,19,qfst_final_plots\NGC5907_final_compare.png
NGC5985,NGC5985_rotmod.dat,290991492245.43036,12.56,10664329.68133008,5.869657735811088,612.408407808155,19.755109929295323,72063060.52135795,7.015756410394618,15.087253698946146,0.48668560319181114,33,qfst_final_plots\NGC5985_final_compare.png
NGC6015,NGC6015_rotmod.dat,43135923341.86772,4.27,9195632.408987116,5.869657735811001,136.49418116171228,3.249861456231245,145733.55336795686,199.9999999915129,72.71230744137512,1.731245415270836,44,qfst_final_plots\NGC6015_final_compare.png
